ICAO	STATION	REGION	COUNTRY	ELEVATION	LATITUDE	LONGITUDE	TIMESTAMP	TEMPERATURE	DEWPOINT	HUMIDITY	VISIBILITY_QUAL	VISIBILITY	WIND_DIR	WIND_DEG	WIND_SPEED	GUST_SPEED
LIMC	Milano / Malpensa		Italy	234.0	45.617	8.733	Tue Apr 06 09:20:00 PDT 2004	17.0	4.0	42	BEYOND	10000.0	N	359	1.5433333333333334	1.5433333333333334
LIRL	Latina		Italy	25.0	41.55	12.9	Tue Apr 06 08:55:00 PDT 2004	12.0	9.0	82	BEYOND	10000.0	SSE	150	1.5433333333333334	1.5433333333333334
LIPY	Falconara		Italy	12.0	43.617	13.367	Tue Apr 06 08:50:00 PDT 2004	17.0	4.0	42	BEYOND	10000.0	SSW	200	6.173333333333334	6.173333333333334
LIVM	Punta Marina		Italy	2.0	44.45	12.3	Tue Apr 06 08:55:00 PDT 2004	18.0	5.0	42	BEYOND	10000.0	WSW	240	9.774444444444445	16.462222222222223
LIMT	Passo Della Cisa		Italy	1039.0	44.433	9.933	Tue Apr 06 08:55:00 PDT 2004	4.0	2.0	87	AT	1500.0	SW	220	12.346666666666668	12.346666666666668
LIPT	Vicenza		Italy	39.0	45.567	11.517	Tue Apr 06 08:55:00 PDT 2004	13.0	10.0	82	AT	5000.0	E	90	3.086666666666667	3.086666666666667
LIRQ	Firenze / Peretola		Italy	40.0	43.8	11.2	Tue Apr 06 08:50:00 PDT 2004	15.0	4.0	47	BEYOND	10000.0	W	260	6.173333333333334	6.173333333333334
LIRG	Guidonia		Italy	88.0	42.0	12.733	Tue Apr 06 08:55:00 PDT 2004	14.0	9.0	71	BEYOND	10000.0	SW	230	1.5433333333333334	1.5433333333333334
LIPS	Treviso / Istrana		Italy	45.0	45.683	12.1	Tue Apr 06 08:55:00 PDT 2004	12.0	9.0	82	AT	3500.0	NNE	30	4.115555555555556	4.115555555555556
LIPE	Bologna / Borgo Panigale		Italy	36.0	44.533	11.3	Tue Apr 06 09:15:00 PDT 2004	16.0	4.0	44	BEYOND	10000.0	SSW	200	7.202222222222223	7.202222222222223
LICR	Reggio Calabria		Italy	11.0	38.067	15.65	Tue Apr 06 08:50:00 PDT 2004	19.0	11.0	59	BEYOND	10000.0	N	359	1.028888888888889	1.028888888888889
LIBP	Pescara		Italy	10.0	42.433	14.2	Tue Apr 06 08:50:00 PDT 2004	19.0	2.0	32	BEYOND	10000.0	SW	220	8.231111111111112	8.231111111111112
LIRF	Roma Fiumicino		Italy	2.0	41.8	12.233	Tue Apr 06 09:20:00 PDT 2004	14.0	8.0	67	AT	8000.0	SSW	210	6.173333333333334	6.173333333333334
LIMK	Torino / Bric Della Croce		Italy	709.0	45.033	7.733	Tue Apr 06 06:55:00 PDT 2004	17.0	-3.0	25	BEYOND	10000.0	SSE	160	2.5722222222222224	2.5722222222222224
LIQN	Rieti		Italy	389.0	42.417	12.85	Tue Apr 06 09:00:00 PDT 2004	11.0	7.0	76	AT	9000.0	S	170	6.687777777777779	6.687777777777779
LICP	Palermo Boccadifalco		Italy	107.0	38.1	13.3	Tue Apr 06 08:55:00 PDT 2004	19.0	10.0	55	BEYOND	10000.0	SW	220	3.086666666666667	3.086666666666667
LIPQ	Ronchi Dei Legionari		Italy	12.0	45.817	13.483	Tue Apr 06 09:20:00 PDT 2004	11.0	7.0	76	BEYOND	10000.0	E	100	2.057777777777778	2.057777777777778
LIBG	Grottaglie		Italy	64.0	40.517	17.4	Tue Apr 06 09:00:00 PDT 2004	16.0	11.0	72	BEYOND	10000.0	S	180	9.774444444444445	9.774444444444445
LIPB	Bolzano		Italy	1459.0	46.467	11.333	Tue Apr 06 08:45:00 PDT 2004	11.0	8.0	82	AT	2000.0	N	0	3.6011111111111114	3.6011111111111114
LIMP	Parma		Italy	50.0	44.821	10.295	Tue Apr 06 08:50:00 PDT 2004	18.0	5.0	42	BEYOND	10000.0	SW	230	9.260000000000002	9.260000000000002
LIPA	Aviano		Italy	128.0	46.033	12.6	Tue Apr 06 08:55:00 PDT 2004	10.0	9.0	93	AT	7000.0	ENE	60	4.630000000000001	4.630000000000001
LIBN	Lecce		Italy	48.0	40.233	18.15	Tue Apr 06 08:55:00 PDT 2004	16.0	11.0	72	BEYOND	10000.0	S	170	8.231111111111112	8.231111111111112
LIMU	Capo Mele		Italy	220.0	43.95	8.167	Tue Apr 06 08:55:00 PDT 2004	16.0	11.0	72	BEYOND	10000.0	NE	50	5.144444444444445	5.144444444444445
LIBR	Brindisi		Italy	15.0	40.65	17.95	Tue Apr 06 09:15:00 PDT 2004	17.0	4.0	42	BEYOND	10000.0	S	190	8.231111111111112	8.231111111111112
LIMG	Albenga		Italy	45.0	44.05	8.117	Tue Apr 06 09:00:00 PDT 2004	14.0	9.0	71	BEYOND	10000.0	ENE	70	5.144444444444445	5.144444444444445
LIRN	Napoli / Capodichino		Italy	88.0	40.85	14.3	Tue Apr 06 09:20:00 PDT 2004	15.0	13.0	88	AT	8000.0	SSW	200	3.6011111111111114	3.6011111111111114
LIQO	Monte Argentario		Italy	630.0	42.383	11.167	Tue Apr 06 01:55:00 PDT 2004	9.0	9.0	100	AT	2000.0	SW	230	4.630000000000001	4.630000000000001
LIPL	Brescia / Ghedi		Italy	102.0	45.417	10.283	Tue Apr 06 08:55:00 PDT 2004	14.0	10.0	77	AT	6000.0	ENE	70	0.5144444444444445	0.5144444444444445
LIBD	Bari / Palese Macchie		Italy	34.0	41.133	16.783	Tue Apr 06 09:20:00 PDT 2004	19.0	5.0	39	BEYOND	10000.0	WSW	250	5.658888888888889	5.658888888888889
LIMS	Piacenza		Italy	134.0	44.917	9.733	Tue Apr 06 08:55:00 PDT 2004	19.0	8.0	48	BEYOND	10000.0	N	359	0.5144444444444445	0.5144444444444445
LIEA	Alghero		Italy	23.0	40.633	8.283	Tue Apr 06 09:15:00 PDT 2004	14.0	8.0	67	BEYOND	10000.0	W	260	5.144444444444445	5.144444444444445
LIPC	Cervia		Italy	6.0	44.217	12.3	Tue Apr 06 08:55:00 PDT 2004	18.0	1.0	31	BEYOND	10000.0	SW	220	8.231111111111112	14.404444444444445
LIBC	Crotone		Italy	155.0	39.0	17.067	Tue Apr 06 08:50:00 PDT 2004	16.0	11.0	72	BEYOND	10000.0	SW	220	8.231111111111112	8.231111111111112
LICG	Pantelleria		Italy	191.0	36.817	11.967	Tue Apr 06 08:55:00 PDT 2004	16.0	10.0	67	BEYOND	10000.0	NW	310	2.5722222222222224	2.5722222222222224
LIVP	Paganella		Italy	2125.0	46.15	11.033	Tue Apr 06 08:55:00 PDT 2004	-1.0	-3.0	86	AT	50.0	W	280	3.086666666666667	3.086666666666667
LIRM	Grazzanise		Italy	9.0	41.05	14.067	Tue Apr 06 08:55:00 PDT 2004	17.0	15.0	88	BEYOND	10000.0	WNW	290	5.144444444444445	5.144444444444445
LIRA	Roma / Ciampino		Italy	129.0	41.783	12.583	Tue Apr 06 09:15:00 PDT 2004	14.0	10.0	77	BEYOND	10000.0	S	190	6.687777777777779	12.346666666666668
LIQW	Sarzana / Luni		Italy	9.0	44.083	9.983	Tue Apr 06 08:55:00 PDT 2004	14.0	9.0	71	AT	8000.0	SW	220	4.115555555555556	4.115555555555556
LIBV	Gioia Del Colle		Italy	345.0	40.767	16.933	Tue Apr 06 08:55:00 PDT 2004	16.0	12.0	77	BEYOND	10000.0	SSE	160	6.173333333333334	6.173333333333334
LIBA	Amendola		Italy	57.0	41.533	15.717	Tue Apr 06 08:55:00 PDT 2004	18.0	4.0	39	BEYOND	10000.0	SW	230	4.115555555555556	10.28888888888889
LIPX	Verona / Villafranca		Italy	67.0	45.383	10.867	Tue Apr 06 09:15:00 PDT 2004	12.0	11.0	94	BEYOND	10000.0	N	350	1.5433333333333334	1.5433333333333334
LIPR	Rimini		Italy	12.0	44.033	12.617	Tue Apr 06 09:15:00 PDT 2004	19.0	9.0	52	BEYOND	10000.0	SW	230	7.202222222222223	13.375555555555557
LICJ	Palermo / Punta Raisi		Italy	21.0	38.183	13.1	Tue Apr 06 07:20:00 PDT 2004	20.0	6.0	39	BEYOND	10000.0	SW	230	5.144444444444445	5.144444444444445
LIMY	Monte Malanotte		Italy	1741.0	44.25	7.8	Mon Apr 05 10:55:00 PDT 2004	14.0	10.0	77	BEYOND	10000.0	ESE	120	5.658888888888889	5.658888888888889
LIRS	Grosseto		Italy	5.0	42.75	11.067	Tue Apr 06 08:55:00 PDT 2004	18.0	9.0	55	BEYOND	10000.0	NNE	20	3.086666666666667	3.086666666666667
LIVT	Trieste		Italy	8.0	45.65	13.75	Tue Apr 06 08:55:00 PDT 2004	13.0	9.0	76	BEYOND	10000.0	ESE	110	1.5433333333333334	1.5433333333333334
LIVR	Passo Rolle		Italy	2004.0	46.3	11.783	Tue Apr 06 08:55:00 PDT 2004	2.0	-2.0	75	AT	900.0	N	0	0.0	0.0
LIVD	Dobbiaco		Italy	1222.0	46.733	12.217	Tue Apr 06 08:55:00 PDT 2004	2.0	2.0	100	AT	4000.0	E	100	2.5722222222222224	2.5722222222222224
LIPF	Ferrara		Italy	10.0	44.833	11.617	Tue Apr 06 08:55:00 PDT 2004	18.0	4.0	39	BEYOND	10000.0	SSW	210	5.658888888888889	5.658888888888889
LIMV	Passo Dei Giovi		Italy	468.0	44.633	8.933	Mon Apr 05 09:55:00 PDT 2004	12.0	10.0	87	AT	4000.0	SSW	200	5.658888888888889	5.658888888888889
LIPI	Udine / Rivolto		Italy	51.0	45.983	13.033	Tue Apr 06 07:55:00 PDT 2004	10.0	6.0	76	BEYOND	10000.0	ENE	60	4.630000000000001	4.630000000000001
LIVE	Resia Pass		Italy	1800.0	46.833	10.5	Tue Apr 06 08:55:00 PDT 2004	7.0	-1.0	57	BEYOND	10000.0	N	0	0.0	0.0
LIRE	Pratica Di Mare		Italy	6.0	41.65	12.45	Tue Apr 06 08:55:00 PDT 2004	15.0	10.0	72	BEYOND	10000.0	SW	220	5.658888888888889	5.658888888888889
MKJS	Montego Bay / Sangster		Jamaica	1.0	18.5	-77.917	Tue Apr 06 09:00:00 PDT 2004	29.0	22.0	65	BEYOND	10000.0	NE	50	6.687777777777779	6.687777777777779
MKJP	Kingston / Norman Manley		Jamaica	3.0	17.933	-76.783	Tue Apr 06 09:00:00 PDT 2004	29.0	18.0	51	BEYOND	10000.0	S	180	3.086666666666667	3.086666666666667
RJFK	Kagoshima Airport		Japan	272.0	31.8	130.717	Tue Apr 06 05:00:00 PDT 2004	13.0	9.0	76	BEYOND	10000.0	N	359	0.5144444444444445	0.5144444444444445
RJSC	Yamagata Airport		Japan	105.0	38.417	140.367	Tue Apr 06 03:00:00 PDT 2004	12.0	1.0	47	BEYOND	10000.0	N	0	6.173333333333334	6.173333333333334
RJOB	Okayama Airport		Japan	241.0	34.75	133.85	Tue Apr 06 04:00:00 PDT 2004	12.0	4.0	58	BEYOND	10000.0	N	359	1.028888888888889	1.028888888888889
RJSK	Akita Airport		Japan	93.0	39.617	140.217	Tue Apr 06 05:00:00 PDT 2004	11.0	7.0	76	BEYOND	10000.0	N	359	0.5144444444444445	0.5144444444444445
RJSI	Hanamaki Airport		Japan	90.0	39.433	141.133	Tue Apr 06 03:00:00 PDT 2004	11.0	3.0	57	BEYOND	10000.0	WNW	300	3.086666666666667	3.086666666666667
RJDC	Yamaguchi Ube Airport		Japan	5.0	33.933	131.283	Tue Apr 06 04:00:00 PDT 2004	14.0	10.0	77	BEYOND	10000.0	N	359	1.028888888888889	1.028888888888889
ROYN	Yonaguni Airport		Japan	16.0	24.467	122.983	Tue Apr 06 00:00:00 PDT 2004	23.0	16.0	64	BEYOND	10000.0	SSW	210	3.6011111111111114	3.6011111111111114
RJSS	Sendai Airport		Japan	1.0	38.133	140.917	Tue Apr 06 05:00:00 PDT 2004	10.0	7.0	81	BEYOND	10000.0	S	170	1.028888888888889	1.028888888888889
RJTI	Tokyo Heliport		Japan	5.0	35.633	139.85	Tue Apr 06 00:00:00 PDT 2004	16.0	10.0	67	BEYOND	10000.0	S	180	6.173333333333334	6.173333333333334
RJCJ	Chitose Japanese Air Self Defense Force		Japan	27.0	42.817	141.683	Tue Apr 06 06:49:00 PDT 2004	6.0	5.0	93	AT	7000.0	S	190	2.5722222222222224	2.5722222222222224
RJOC	Izumo Airport		Japan	2.0	35.417	132.9	Tue Apr 06 04:00:00 PDT 2004	13.0	7.0	67	BEYOND	10000.0	SSW	200	1.5433333333333334	1.5433333333333334
RJFS	Saga Airport		Japan	2.0	33.15	130.3	Tue Apr 06 05:00:00 PDT 2004	15.0	11.0	77	BEYOND	10000.0	N	359	1.028888888888889	1.028888888888889
ROMY	Miyakojima		Japan	40.0	24.783	125.283	Tue Apr 06 04:00:00 PDT 2004	19.0	15.0	77	BEYOND	10000.0	ESE	110	2.5722222222222224	2.5722222222222224
RJOY	Yao Airport		Japan	10.0	34.6	135.6	Tue Apr 06 03:00:00 PDT 2004	16.0	8.0	59	BEYOND	10000.0	W	280	3.086666666666667	3.086666666666667
RJOP	Komatsujima Ab		Japan	3.0	34.0	134.633	Mon Apr 05 20:16:00 PDT 2004	19.0	5.0	39	BEYOND	10000.0	S	170	5.658888888888889	5.658888888888889
RJKB	Okinoerabu		Japan	27.0	27.433	128.7	Tue Apr 06 02:00:00 PDT 2004	21.0	11.0	52	BEYOND	10000.0	SSE	160	4.115555555555556	4.115555555555556
ROAH	Naha Airport		Japan	3.0	26.183	127.65	Tue Apr 06 09:30:00 PDT 2004	20.0	14.0	68	BEYOND	10000.0	SSE	150	1.5433333333333334	1.5433333333333334
RJOH	Miho Ab		Japan	6.0	35.483	133.25	Tue Apr 06 09:00:00 PDT 2004	11.0	8.0	82	BEYOND	10000.0	WSW	240	2.057777777777778	2.057777777777778
RJTT	Tokyo International Airport		Japan	5.0	35.55	139.783	Tue Apr 06 09:30:00 PDT 2004	14.0	8.0	67	BEYOND	10000.0	SW	220	6.687777777777779	6.687777777777779
RJCK	Kushiro Airport		Japan	95.0	43.033	144.2	Tue Apr 06 04:00:00 PDT 2004	4.0	1.0	81	BEYOND	10000.0	N	0	1.028888888888889	1.028888888888889
ROIG	Ishigakijima		Japan	6.0	24.333	124.167	Tue Apr 06 04:00:00 PDT 2004	21.0	16.0	73	BEYOND	10000.0	ESE	120	2.5722222222222224	2.5722222222222224
RJDT	Tsushima Airport		Japan	63.0	34.283	129.333	Tue Apr 06 03:00:00 PDT 2004	15.0	11.0	77	BEYOND	10000.0	S	190	4.115555555555556	4.115555555555556
RJCB	Obihiro Airport		Japan	149.0	42.733	143.217	Tue Apr 06 04:00:00 PDT 2004	6.0	2.0	75	BEYOND	10000.0	N	359	0.5144444444444445	0.5144444444444445
RJFT	Kumamoto Airport		Japan	193.0	32.833	130.85	Tue Apr 06 05:00:00 PDT 2004	12.0	8.0	76	BEYOND	10000.0	ESE	120	1.5433333333333334	1.5433333333333334
RJOO	Osaka International Airport		Japan	12.0	34.783	135.45	Tue Apr 06 09:00:00 PDT 2004	11.0	8.0	82	BEYOND	10000.0	NW	310	1.5433333333333334	1.5433333333333334
RJOW	Iwami Airport		Japan	54.0	34.667	131.8	Tue Apr 06 03:00:00 PDT 2004	15.0	8.0	63	BEYOND	10000.0	SSE	150	1.5433333333333334	1.5433333333333334
RJCT	Tokachi Japanese Ground Self Defense Force		Japan	84.0	42.9	143.167	Tue Apr 06 03:30:00 PDT 2004	7.0	2.0	70	AT	9000.0	SE	130	2.057777777777778	2.057777777777778
RJBD	Nankishirahama Airport		Japan	105.0	33.667	135.35	Tue Apr 06 03:00:00 PDT 2004	15.0	11.0	77	BEYOND	10000.0	SSW	200	1.5433333333333334	1.5433333333333334
RJBB	Kansai International Airport		Japan	5.0	34.417	135.25	Tue Apr 06 09:00:00 PDT 2004	14.0	10.0	77	BEYOND	10000.0	SSW	200	3.6011111111111114	3.6011111111111114
RJOK	Kochi Airport		Japan	7.0	33.533	133.667	Tue Apr 06 04:00:00 PDT 2004	15.0	8.0	63	BEYOND	10000.0	N	10	2.057777777777778	2.057777777777778
RJOM	Matsuyama Airport		Japan	4.0	33.817	132.7	Tue Apr 06 04:00:00 PDT 2004	14.0	9.0	71	BEYOND	10000.0	N	359	0.5144444444444445	0.5144444444444445
RJCN	Nakashibetsu Airport		Japan	66.0	43.567	144.967	Tue Apr 06 03:00:00 PDT 2004	4.0	1.0	81	BEYOND	10000.0	WSW	240	3.6011111111111114	3.6011111111111114
RJNF	Fukui Airport		Japan	5.0	36.133	136.233	Tue Apr 06 00:00:00 PDT 2004	16.0	5.0	48	BEYOND	10000.0	N	0	4.115555555555556	4.115555555555556
RJSA	Aomori Airport		Japan	199.0	40.733	140.7	Tue Apr 06 05:00:00 PDT 2004	10.0	5.0	71	BEYOND	10000.0	SSW	210	9.774444444444445	9.774444444444445
RJEB	Mombetsu Airport		Japan	6.0	44.25	143.533	Tue Apr 06 00:00:00 PDT 2004	6.0	1.0	70	BEYOND	10000.0	ENE	70	2.5722222222222224	2.5722222222222224
RJCA	Asahikawa Ab		Japan	115.0	43.8	142.367	Tue Apr 06 00:45:00 PDT 2004	9.0	3.0	66	BEYOND	10000.0	SSW	200	3.086666666666667	3.086666666666667
RJFR	Kitakyushu Airport		Japan	3.0	33.833	130.95	Tue Apr 06 05:00:00 PDT 2004	11.0	6.0	71	BEYOND	10000.0	N	359	0.5144444444444445	0.5144444444444445
RJOA	Hiroshima Airport		Japan	331.0	34.433	132.917	Tue Apr 06 05:00:00 PDT 2004	12.0	1.0	47	BEYOND	10000.0	NW	310	2.5722222222222224	2.5722222222222224
RJEC	Asahikawa Airport		Japan	208.0	43.667	142.45	Tue Apr 06 04:00:00 PDT 2004	5.0	3.0	87	BEYOND	10000.0	SSE	160	2.057777777777778	2.057777777777778
RJTO	Oshima Airport		Japan	38.0	34.783	139.367	Tue Apr 06 00:00:00 PDT 2004	16.0	7.0	55	BEYOND	10000.0	SW	220	8.231111111111112	8.231111111111112
RJFG	Tanegashima Airport		Japan	92.0	30.55	130.95	Tue Apr 06 02:00:00 PDT 2004	18.0	12.0	68	BEYOND	10000.0	E	100	2.057777777777778	2.057777777777778
RJTK	Kisarazu Ab		Japan	3.0	35.4	139.917	Tue Apr 06 01:03:00 PDT 2004	16.0	8.0	59	BEYOND	10000.0	SSW	200	10.803333333333335	16.462222222222223
RJTU	Utsunomiya Ab		Japan	102.0	36.517	139.867	Mon Apr 05 19:28:00 PDT 2004	16.0	5.0	48	AT	8000.0	SW	220	4.115555555555556	9.774444444444445
RJOT	Takamatsu Airport		Japan	185.0	34.217	134.017	Tue Apr 06 04:00:00 PDT 2004	11.0	5.0	66	BEYOND	10000.0	SSE	150	3.6011111111111114	3.6011111111111114
RJTH	Hachijojima Airport		Japan	92.0	33.117	139.783	Tue Apr 06 02:00:00 PDT 2004	15.0	8.0	63	BEYOND	10000.0	N	359	1.028888888888889	1.028888888888889
RJFO	Oita Airport		Japan	5.0	33.483	131.733	Tue Apr 06 05:00:00 PDT 2004	14.0	6.0	58	BEYOND	10000.0	WNW	290	4.115555555555556	4.115555555555556
RJCC	Chitose Ab		Japan	27.0	42.8	141.667	Tue Apr 06 09:30:00 PDT 2004	5.0	5.0	100	AT	2500.0	S	180	2.057777777777778	2.057777777777778
RJSF	Fukushima Airport		Japan	372.0	37.233	140.433	Tue Apr 06 03:00:00 PDT 2004	13.0	5.0	58	BEYOND	10000.0	S	190	1.5433333333333334	1.5433333333333334
ROKJ	Kumejima		Japan	4.0	26.333	126.8	Tue Apr 06 03:00:00 PDT 2004	20.0	12.0	59	BEYOND	10000.0	SSE	160	4.115555555555556	4.115555555555556
RJAH	Hyakuri Ab		Japan	32.0	36.183	140.417	Mon Apr 05 13:51:00 PDT 2004	1.0	1.0	100	AT	5000.0	NNW	340	1.028888888888889	1.028888888888889
RJBH	Hiroshimanishi		Japan	5.0	34.367	132.433	Tue Apr 06 05:00:00 PDT 2004	15.0	7.0	58	BEYOND	10000.0	WSW	250	2.057777777777778	2.057777777777778
RJNY	Shizuhama Ab		Japan	7.0	34.817	138.3	Mon Apr 05 23:21:00 PDT 2004	18.0	8.0	51	BEYOND	10000.0	SW	230	7.716666666666667	12.861111111111112
RJSY	Shonai		Japan	22.0	38.817	139.783	Tue Apr 06 03:00:00 PDT 2004	11.0	5.0	66	BEYOND	10000.0	SW	230	4.115555555555556	4.115555555555556
RJDB	Iki Airport		Japan	13.0	33.75	129.783	Tue Apr 06 01:00:00 PDT 2004	17.0	11.0	67	BEYOND	10000.0	SSW	210	5.144444444444445	5.144444444444445
RJSO	Ominato Ab		Japan	7.0	41.233	141.133	Mon Apr 05 23:09:00 PDT 2004	14.0	6.0	58	BEYOND	10000.0	SW	230	6.173333333333334	11.317777777777778
RJTY	Yokota Ab		Japan	139.0	35.75	139.35	Tue Apr 06 05:55:00 PDT 2004	11.0	8.0	82	BEYOND	10000.0	SSW	200	1.028888888888889	1.028888888888889
RJFY	Kanoya Ab		Japan	65.0	31.367	130.833	Tue Apr 06 04:52:00 PDT 2004	15.0	12.0	82	BEYOND	10000.0	SW	220	1.028888888888889	1.028888888888889
RJKA	Amami Airport		Japan	4.0	28.433	129.717	Tue Apr 06 03:00:00 PDT 2004	20.0	13.0	64	BEYOND	10000.0	SSE	160	5.144444444444445	5.144444444444445
RJNK	Komatsu Ab		Japan	6.0	36.383	136.417	Tue Apr 06 09:00:00 PDT 2004	7.0	4.0	81	BEYOND	10000.0	S	170	1.028888888888889	1.028888888888889
RJAW	Iwojima		Japan	113.0	24.783	141.317	Tue Apr 06 08:00:00 PDT 2004	20.0	17.0	83	BEYOND	10000.0	E	80	6.173333333333334	6.173333333333334
RJFF	Fukuoka Airport		Japan	9.0	33.583	130.45	Tue Apr 06 09:30:00 PDT 2004	14.0	8.0	67	BEYOND	10000.0	S	170	4.630000000000001	4.630000000000001
RJSH	Hachinohe Ab		Japan	46.0	40.55	141.467	Tue Apr 06 02:51:00 PDT 2004	13.0	4.0	54	BEYOND	10000.0	W	260	3.6011111111111114	3.6011111111111114
RJAA	New Tokyo Inter-National Airport		Japan	41.0	35.767	140.383	Tue Apr 06 09:30:00 PDT 2004	10.0	6.0	76	BEYOND	10000.0	S	190	2.057777777777778	2.057777777777778
RODN	Kadena Ab		Japan	45.0	26.35	127.767	Tue Apr 06 08:55:00 PDT 2004	21.0	14.0	64	BEYOND	10000.0	E	100	2.057777777777778	2.057777777777778
RJTE	Tateyama Ab		Japan	3.0	34.983	139.833	Tue Apr 06 02:09:00 PDT 2004	16.0	4.0	44	BEYOND	10000.0	SW	220	7.202222222222223	12.346666666666668
RJSM	Misawa Ab		Japan	36.0	40.7	141.383	Tue Apr 06 09:00:00 PDT 2004	11.0	4.0	62	BEYOND	10000.0	SSW	210	1.028888888888889	1.028888888888889
RJSN	Niigata Airport		Japan	1.0	37.95	139.117	Tue Apr 06 04:00:00 PDT 2004	13.0	6.0	62	BEYOND	10000.0	SSW	210	4.115555555555556	4.115555555555556
RJCM	Memambetsu Airport		Japan	33.0	43.883	144.167	Tue Apr 06 04:00:00 PDT 2004	6.0	1.0	70	BEYOND	10000.0	NNW	330	2.057777777777778	2.057777777777778
RJAF	Matsumoto Airport		Japan	668.0	36.167	137.933	Tue Apr 06 00:00:00 PDT 2004	19.0	-2.0	24	BEYOND	10000.0	S	180	7.716666666666667	7.716666666666667
RJCH	Hakodate Airport		Japan	33.0	41.767	140.817	Tue Apr 06 04:00:00 PDT 2004	9.0	8.0	93	BEYOND	10000.0	SW	230	4.630000000000001	4.630000000000001
RJBT	Tajima		Japan	210.0	35.517	134.8	Tue Apr 06 02:00:00 PDT 2004	13.0	3.0	50	BEYOND	10000.0	N	0	3.086666666666667	3.086666666666667
RJTF	Chofu Airport		Japan	41.0	35.667	139.533	Tue Apr 06 01:00:00 PDT 2004	17.0	8.0	55	BEYOND	10000.0	S	170	6.173333333333334	6.173333333333334
RJFM	Miyazaki Airport		Japan	6.0	31.867	131.45	Tue Apr 06 05:00:00 PDT 2004	16.0	10.0	67	BEYOND	10000.0	W	270	2.057777777777778	2.057777777777778
RJOR	Tottori Airport		Japan	15.0	35.533	134.167	Tue Apr 06 05:00:00 PDT 2004	11.0	9.0	87	BEYOND	10000.0	S	170	2.057777777777778	2.057777777777778
RORS	Shimoji-Shima Island		Japan	16.0	24.833	125.15	Tue Apr 06 04:00:00 PDT 2004	20.0	16.0	77	BEYOND	10000.0	ESE	120	2.057777777777778	2.057777777777778
RJFU	Nagasaki Airport		Japan	2.0	32.917	129.917	Tue Apr 06 05:00:00 PDT 2004	14.0	10.0	77	BEYOND	10000.0	SE	130	3.6011111111111114	3.6011111111111114
RJNT	Toyama Airport		Japan	24.0	36.65	137.183	Tue Apr 06 04:00:00 PDT 2004	12.0	5.0	62	BEYOND	10000.0	N	359	0.5144444444444445	0.5144444444444445
RJNN	Nagoya Airport		Japan	14.0	35.25	136.933	Tue Apr 06 09:30:00 PDT 2004	12.0	7.0	71	BEYOND	10000.0	ENE	60	1.5433333333333334	1.5433333333333334
RJTA	Atsugi United States Naval Air Station		Japan	62.0	35.45	139.45	Mon Apr 05 20:17:00 PDT 2004	18.0	6.0	45	BEYOND	10000.0	S	190	7.716666666666667	13.89
RJSR	Odate-Noshiro Airport		Japan	84.0	40.183	140.2	Tue Apr 06 03:00:00 PDT 2004	11.0	6.0	71	BEYOND	10000.0	SSW	210	3.6011111111111114	3.6011111111111114
RJCW	Wakkanai Airport		Japan	8.0	45.4	141.8	Tue Apr 06 03:00:00 PDT 2004	4.0	0.0	75	BEYOND	10000.0	ESE	110	1.028888888888889	1.028888888888889
OJAI	Queen Alia Airport		Jordan	721.0	31.667	35.967	Tue Apr 06 09:00:00 PDT 2004	15.0	7.0	58	BEYOND	10000.0	NW	320	8.231111111111112	8.231111111111112
OJAQ	Aqaba Airport		Jordan	53.0	29.633	35.017	Tue Apr 06 09:00:00 PDT 2004	24.0	11.0	43	 	0	NW	310	6.687777777777779	6.687777777777779
OJAM	Amman Airport		Jordan	767.0	31.983	35.983	Tue Apr 06 09:00:00 PDT 2004	15.0	5.0	51	AT	6000.0	W	280	7.202222222222223	7.202222222222223
UACC	Astana		Kazakhstan	NaN	51.2	71.45	Tue Apr 06 09:00:00 PDT 2004	1.0	-4.0	69	BEYOND	10000.0	SSW	210	7.0	7.0
UAII	Shymkent		Kazakhstan	552.0	42.317	69.7	Tue Apr 06 09:00:00 PDT 2004	1.0	0.0	93	BEYOND	10000.0	NW	320	2.0	2.0
UAAA	Almaty		Kazakhstan	847.0	43.233	76.933	Tue Apr 06 09:00:00 PDT 2004	5.0	5.0	100	BEYOND	10000.0	NW	310	2.0	2.0
UATE	Aktau		Kazakhstan	NaN	43.87	51.1	Tue Apr 06 09:00:00 PDT 2004	6.0	3.0	81	BEYOND	10000.0	SSE	150	5.0	5.0
UARR	Uralsk		Kazakhstan	36.0	51.25	51.283	Tue Apr 06 09:00:00 PDT 2004	0.0	-2.0	86	BEYOND	10000.0	SE	130	4.0	4.0
UAOO	Kzyl-Orda		Kazakhstan	129.0	44.85	65.5	Mon Apr 05 11:00:00 PDT 2004	2.0	1.0	93	BEYOND	10000.0	 	0	0	0
UATT	Aktjubinsk		Kazakhstan	227.0	50.283	57.15	Tue Apr 06 06:00:00 PDT 2004	0.0	-5.0	69	BEYOND	10000.0	W	270	10.0	10.0
HKMO	Mombasa		Kenya	57.0	-4.033	39.617	Tue Apr 06 06:00:00 PDT 2004	30.0	25.0	74	BEYOND	10000.0	SSE	150	4.630000000000001	4.630000000000001
HKEL	Eldoret		Kenya	2120.0	0.533	35.283	Tue Apr 06 06:00:00 PDT 2004	15.0	14.0	94	BEYOND	10000.0	NNE	30	1.5433333333333334	1.5433333333333334
